3.545301891684014663e+03,3.198013946952254628e+03,8.000015469454228878e+01,1.000001920508630349e+00,4.449600864643011093e+08,4.768073064086365775e+02,1.299999999293617492e+01,-7.710424743123667213e-09,8.700000148917338549e+01,1.909943015956687927e+07,2.468368394759351254e+09 ,0
-1.213087614360119915e-06,7.999989079213264631e+00,6.549999887793754897e+04,9.999997452701503420e-01,6.199988768910407089e+01,6.999980788311222568e+01,1.199999999590421140e+01,-2.356881878551320142e-08,8.000004983404750192e+00,2.468369617006896019e+09,2.468368392737727642e+09 ,1
3.599999088409939759e+03,5.494306011685771227e+04,5.300026021374378615e+01,1.000001920508630349e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.299999999293617492e+01,5.000000032871429134e+00,2.129999991647522961e+02,1.590216587146015644e+09,9.830836248397827148e+01 ,0
1.327001500454281313e+01,1.359530053116250201e+03,5.497696727996619302e+04,1.000001920508630349e+00,6.415608124383258820e+08,8.299988759205825772e+01,1.200000000328605942e+01,2.999999985175615169e+00,7.999999237579245914e+00,2.468369579724354744e+09,4.026531863822962284e+09 ,0
1.242891867171320428e+03,7.999200714613834862e+00,3.086705352756104912e+04,1.000001920508630349e+00,6.462429034069200754e+08,8.205110610001847817e+02,1.299999999293617492e+01,5.000000032871429134e+00,1.314333450753196644e+02,1.399758003056775570e+09,4.026531863822962284e+09 ,0
3.599999088409939759e+03,4.545859507390735234e+04,2.200006111512720963e+01,2.000000419692817388e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.299999999293617492e+01,-7.710424743123667213e-09,6.000000020695836866e+01,1.123633349263683796e+09,2.468368387617548943e+09 ,0
6.999386757797765313e-04,1.131782020184982684e+03,4.827921693302041240e+04,5.069644763691711705e+05,6.462429034069200754e+08,1.539999053567007650e+02,1.999999911571151756e+00,2.999999985175615169e+00,1.900000041881732784e+02,2.468369544907854080e+09,2.468369773127184391e+09 ,0
6.049492805223280811e+00,1.980342164891328139e+03,5.300026021374378615e+01,1.000001920508630349e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.299999999293617492e+01,2.999999985175615169e+00,6.000000020695836866e+01,1.253046073615380287e+09,1.348731966267084599e+09 ,0
2.794341928478161208e-04,1.277999953583908791e+03,6.667000131794053232e+03,3.294128290972929335e+03,2.549999507842148887e+02,6.999980788311222568e+01,1.299999995866449076e+01,-2.356881878551320142e-08,8.000004983404750192e+00,2.468369572993158340e+09,2.468372549224571228e+09 ,1
6.999386757797765313e-04,5.455350379642594635e+04,6.549301270799742633e+04,1.000001920508630349e+00,3.040009036242336151e+02,2.621109381910018783e+02,1.299999999293617492e+01,5.000000032871429134e+00,8.700000148917338549e+01,2.468369631949106216e+09,2.468368394759351254e+09 ,0
3.589501417539744580e+03,1.671837941342789418e+04,-4.410370297591725830e-05,9.999997452701503420e-01,1.387244361515659094e+08,5.825930049627322704e+07,1.199999999590421140e+01,-2.356881878551320142e-08,1.990000019239598430e+02,2.468369600009985924e+09,2.468368392737727642e+09 ,1
6.999386757797765313e-04,2.487786910293136316e+03,5.300026021374378615e+01,8.000000552085893446e+00,6.462428638979377747e+08,8.871809101915650899e+02,1.200000000328605942e+01,5.000000032871429134e+00,2.169999961237857349e+02,3.588439735586698532e+09,2.795626420594002247e+09 ,0
6.999386757797765313e-04,4.982797250740356685e+04,1.336299984712312653e+04,1.000001920508630349e+00,2.629992418504625675e+02,6.202211520512373681e+02,-1.653359582576285902e-07,5.000000032871429134e+00,1.900000041881732784e+02,3.390624355258088112e+09,1.838862598888744831e+09 ,0
1.209198709288607915e+03,3.590173258321105095e+03,-4.410370297591725830e-05,9.999997452701503420e-01,9.014890357937254012e+05,6.999980788311222568e+01,1.299999995866449076e+01,-2.356881878551320142e-08,1.870000011744344590e+02,2.468369613007622719e+09,3.647682702266445160e+09 ,1
3.332167848917293213e+03,4.689026430074077507e+04,-4.410370297591725830e-05,9.999997452701503420e-01,1.387336730061328113e+08,1.065999863034416194e+03,1.299999995866449076e+01,2.999999978593413275e+00,1.990000019239598430e+02,2.468369601009803772e+09,3.723584489353919983e+09 ,1
1.158444454525806577e-01,5.386881027869044192e+04,1.211400004106348752e+04,2.000000419692817388e+00,2.629992418504625675e+02,8.299988759205825772e+01,1.299999999293617492e+01,5.000000032871429134e+00,2.100000139076139760e+02,2.468369475274852753e+09,3.495356399223089218e+07 ,0
3.599939853559630592e+03,2.409748127245414253e+03,5.300004983960729987e+01,1.762479032688515144e+05,3.646207685044339858e+06,6.999980788311222568e+01,1.299999995866449076e+01,2.999999978593413275e+00,8.000004983404750192e+00,6.525599313518066406e+08,3.747022046764905930e+09 ,1
8.979253764891343081e+00,1.874000454415023341e+03,5.300004983960729987e+01,1.762476798786669970e+05,6.199988768910407089e+01,1.647832214609285584e+05,2.000000093972726489e+00,-2.356881878551320142e-08,1.990000019239598430e+02,2.468369617006896019e+09,2.468368392737727642e+09 ,1
3.599939853559630592e+03,7.999989079213264631e+00,1.062714363544234857e+02,1.762351560664475255e+05,6.199988768910407089e+01,6.999980788311222568e+01,1.199999999590421140e+01,-2.356881878551320142e-08,1.900000000770108954e+02,2.468369572993158340e+09,3.540000041659296989e+09 ,1
3.576043490584297615e+03,4.352726502376304416e+04,4.429999919600367093e+02,9.999997452701503420e-01,3.659997289116490720e+02,6.999980788311222568e+01,1.299999995866449076e+01,-2.356881878551320142e-08,-1.000002002763821451e+00,2.468369617006896019e+09,3.749270031886288166e+09 ,1
4.234001484811140585e+02,9.472844685660675168e-04,8.000015469454228878e+01,2.000000419692817388e+00,6.462429034069200754e+08,8.500014168203324516e+01,1.299999999293617492e+01,5.000000032871429134e+00,2.169999961237857349e+02,1.208146017931019545e+09,4.294967299621423721e+09 ,0
6.999386757797765313e-04,1.584025712869406561e+02,5.300026021374378615e+01,1.000001920508630349e+00,6.462429034069200754e+08,1.239995235040169064e+02,1.299999999293617492e+01,2.999999985175615169e+00,2.129999991647522961e+02,7.027353487904019356e+08,4.026531749554126740e+09 ,0
-1.213087614360119915e-06,1.084879258899578417e+03,5.300004983960729987e+01,1.762320006800912379e+05,6.199988768910407089e+01,6.999980788311222568e+01,2.000000093972726489e+00,-2.356881878551320142e-08,1.870000011744344590e+02,2.468369617006896019e+09,2.468368392737727642e+09 ,1
1.071547664939771494e-01,5.904676129183126613e+04,5.300026021374378615e+01,2.000000419692817388e+00,2.629992418504625675e+02,1.777161627548312026e+02,1.299999999293617492e+01,2.999999985175615169e+00,8.700000148917338549e+01,1.915033858049079657e+09,3.495676351963710785e+07 ,0
1.130713540464314661e+02,4.035328481128160092e+03,-4.410370297591725830e-05,9.999997452701503420e-01,6.199920515537269239e+01,7.399986002242349059e+01,1.199999999590421140e+01,-2.356881878551320142e-08,1.959999978821637683e+02,2.468369572993158340e+09,3.755073834697851181e+09 ,1
3.584702849381803844e+03,4.102056684677737212e+04,2.000110163836325228e+00,3.659221934464697824e+03,2.629992418504625675e+02,3.058279677079783596e+03,1.999999911571151756e+00,-7.710424743123667213e-09,7.999999237579245914e+00,2.468369544907854080e+09,2.468368394759351254e+09 ,0
9.013455085301952607e+00,1.405987404318668268e+03,-4.410370297591725830e-05,2.999999939221034140e+00,6.199988768910407089e+01,6.999980788311222568e+01,1.199999999590421140e+01,-2.356881878551320142e-08,1.900000000770108954e+02,2.468369572993158340e+09,2.468372549224571228e+09 ,1
